no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,hari_operasional,jam_buka,jam_tutup,catatan_jam
289,Gunung Ireng Srumbung,4.5,1028,Alam,3000.0,3000.0,-7.8827926,110.4896548,"Di Gunung Ireng Srumbung Teman Brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari-hari. Dari sini, kita juga disuguhkan pemandangan bak negeri di atas awan. Barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan. Tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing. Mulai dari spot rumah kecil, gazebo sampai gardu pandang membuat Teman Brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan. ",Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
27,Pesona Pengklik Pantai Samas,4.0,987,"Alam, Pantai",10000.0,10000.0,-8.003873302,110.2703756,"Pantai Samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Yogyakarta. Pantai Samas terkenal dengan deburan ombaknya yang menggulung, angin lautnya yang kencang dan sebagai tempat persinggahan penyu-penyu langka seperti penyu sisik dan penyu hijau untuk bertelur. Selain itu, kawasan Pantai Samas juga memiliki delta-delta sungai dan danau air tawar yang membentuk telaga. Akan tetapi Pantai Samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai.",24 jam,00:00,23:59,Terkonfirmasi: 00:00 - 23:59
369,Pantai Siung,4.6,967,"Alam, Pantai",10000.0,10000.0,-8.1818233,110.6832394,"Pantai Siung berlokasi di Gunung Kidul, Yogyakarta. Pantai ini  spesial karena lanskapnya yang dikelilingi oleh tebing-tebing tinggi. Karena keunikan itulah, pemerintah Jogja meresmikan Pantai Siung sebagai lokasi panjat tebing. Selama di Pantai Siung, kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai. Selain menjadi ciri khas Pantai Siung, keberadaan batu karang ternyata membawa makna bagi asal-usul nama pantai ini. Sebagai rangkuman, di pantai ini kalian dapat melakukan aktivitas panjat tebing, hammocking, berkemah, dan jalan-jalan di bukit pengilon.",24 jam,00:00,23:59,Terkonfirmasi: 00:00 - 23:59
181,Goa Seplawan,4.5,947,Alam,8000.0,8000.0,-7.772978,110.1102509,"Goa yang berada di kawasan Pegunungan Menoreh ini merupakan goa basah, alias terdapat aliran air di dalamnya. Goa tersebut tepatnya berada di Desa Donorejo, Kecamatan Kaligesing, Kabupaten Purworejo, Jawa Tengah, berbatasan langsung dengan Kulonprogo di Yogyakarta. Goa ini memiliki panjang + 700 meter dengan cabang-cabang goa sekitar 150 – 300 meter dan berdiameter 15 meter. Sehingga untuk masuk ke dalam goa, pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan. Yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa. Sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas.",Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
228,Candi Sari,4.5,938,Budaya dan Sejarah,2000.0,2000.0,-7.7615576,110.4742751,"Candi Sari juga disebut Candi Bendah adalah candi Buddha yang berada tidak jauh dari Candi Sambi Sari, Candi Kalasan dan Candi Prambanan, yaitu di bagian sebelah timur laut dari kota Yogyakarta, dan tidak begitu jauh dari Bandara Adisucipto. Candi ini dibangun pada sekitar abad ke-8 dan ke-9 pada saat zaman Kerajaan Mataram Kuno dengan bentuk yang sangat indah. Pada bagian atas candi ini terdapat 9 buah stupa seperti yang tampak pada stupa di Candi Borobudur, dan tersusun dalam 3 deretan sejajar. Bentuk bangunan candi serta ukiran relief yang ada pada dinding candi sangat mirip dengan relief di Candi Plaosan. Beberapa ruangan bertingkat dua berada persis di bawah masing-masing stupa, dan diperkirakan dipakai untuk tempat meditasi bagi para pendeta Buddha (biksu) pada zaman dahulunya. Candi Sari pada masa lampau merupakan suatu Vihara Buddha, dan dipakai sebagai tempat belajar dan berguru bagi para biksu. Selain untuk wisata Budaya dan Sejarah, pengunjung juga dapat bersepeda. Bersepeda di candi ini tidak akan memakan banyak waktu dikarenakan candi yang berukuran kecil. Selain di sekitar candi, para pengunjung juga dapat bersepeda menyusuri candi-candi lainnya yang lokasinya berdekatan. Para pengunjung dapat bercengkarama dengan penduduk sekitar candi untuk memperkaya cerita dan budaya dengan dalam dari Candi Sari ini sendiri.",Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
472,Desa Wisata Pentingsari,4.4,855,Desa Wisata,20000.0,20000.0,-7.6430482,110.4296004,"Desa Wisata Pentingsari terletak di lereng Gunung Merapi, sekitar 22,5 kilometer dari pusat Kota Yogyakarta. Desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan. Dusun Pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali Kuning dan sebelah selatan terdapat lebah yang berupak Goa Ledok / Ponteng dan Gondoran sebelah timur terdapat lembah yang curam yaitu Kali Pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan Umbulharjo sampai ke pelataran gunung Merapi. Dusun Pentingsari terdiri dari dua dusun yaitu Bonorejo dan Pentingsari. Ada beberapa program wisata desa, seperti live in, kemah, trekking, atau outbound yang bisa dinikmati. Untuk kegiatan wisata budaya, wisatawan bisa mengikuti kegiatan, seperti belajar gamelan, menari, membatik, membuat wayang rumput, dan membuat janur.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
172,Desa Wisata Gamplong,4.4,841,Desa Wisata,5000.0,5000.0,-7.8055232,110.2374676,"Berada di Kabupaten Sleman, tepatnya 16 kilometer dari titik nol Yogyakarta. Tempat wisata yang sering dijuluki mini Hollywood ini menawarkan berbagai desain bangunan unik. Sangat cocok bagi wisatawan yang menyukai fotografi.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
54,Museum Perjuangan,4.5,836,"Budaya dan Sejarah, Museum",1000.0,1000.0,-7.8164905,110.3718611,"Museum Perjuangan memiliki tempat utama yang berisi peninggalan Budaya dan Sejarah. Ruangan yang pertama di taat secara rapi di luar gedung. Disana menyajikan patung kepala pahlawan nasional, relief yang menjelaskan dan bercerita bagaimana lahirnya Boedi Utomo, masa penjajahan Jepang, dan partai Sarekat Islam. Selain itu juga membahas PD dua, Kongres Pemuda kesatu, masa pindahnya Ibukota negara ke Jogja, Peristiwa 1 Maret 1949, dan pertempuran puputan di Bali.",Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
37,Geoforest Watu Payung Turunan,4.5,796,Alam,5000.0,5000.0,-7.972955236,110.4362646,"Nama Watu Payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung. Kata Watu dalam bahasa jawa berarti Batu. Sedangkan kata Payung, yang bermakna Payung. Keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi, menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan. Suasana yang teduh, nuansa alam, udara yang sejuk, bernilai edukatif, adalah daya tarik dari Watu Payung Turunan.",Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
335,Pasar Kembang,4.2,793,Desa Wisata,0.0,0.0,-7.7899242,110.3651209,"Jalan Pasar Kembang merupakan gang kecil yang merupakan perkampungan penduduk. Banyak penduduk yang tinggal di kawasan ini. Mereka hidup dengan damai, dan tak sedikit yang banyak meraup rezeki karena kedatangan wisatawan. Penginapan banyak berdiri di tengah suasana perkampungan, dengan keramahan para penduduknya.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
468,Omah Petroek,4.6,764,Buatan,0.0,0.0,-7.6219947,110.4153359,"Objek wisata Omah Petruk merupakan objek wisata yang cukup menarik karena mengusung tema seperti sebuah museum. Disebut sebagai omah petruk dikarenakan aka nada banyak patung menarik dan lucu di sebuah bangunan rumah yang di desain sedemikian rupa. Omah Petruk ini menjadi tempat yang sangat menyenangkan untuk dikunjungi sendiri, dengan keluarga atau berombongan. ",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
396,Pantai Jogan,4.3,758,Pantai,0.0,0.0,-8.180135,110.6763715,Destinasi wisata di Yogyakarta.,24 jam,00:00,23:59,Terkonfirmasi: 00:00 - 23:59
322,Taman Lampion (Taman Pelangi),4.3,757,"Desa Wisata, Buatan",15000.0,20000.0,-7.7503631,110.3698154,"Taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa Anda kunjungi bersama keluarga atau teman. Selain berjalan-jalan menikmati gemerlap lampu, anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini, bermain bola air, bugee jumping, ATV, trampolin, perahu dayung, kereta mini dan lain-lain. Asiknya lagi, area wisata Taman Lampion, juga sering diadakan live konser musik.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
69,Monumen Perjuangan TNI AU,4.5,748,Lainnya,0.0,0.0,-7.8407981,110.3764617,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
33,Jogja Exotarium,4.4,746,Buatan,20000.0,20000.0,-7.728816,110.358356,"Di Mini Zoo Jogja Exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil, hewan nocturnal, kelinci. Pengunjung dapat pula melakukan aktivitas seperti memancing, belajar berkuda atau memanah. Selain itu terdapat pula berbagai spot selfie, playground anak atau outbound. .Kehadiran Mini Zoo Jogja Exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
59,Museum Kereta Karaton,4.7,735,Budaya dan Sejarah,0.0,0.0,-7.8054476,110.3627375,Destinasi wisata di Yogyakarta.,Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
427,Watu Payung,4.4,730,Lainnya,0.0,0.0,-7.793477,110.520934,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
34,Goa Rancang Kencono,4.3,719,Lainnya,15000.0,0.0,-7.7956,110.3695,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
359,Sumur Gumuling,4.5,718,Budaya dan Sejarah,10000.0,10000.0,-7.8087911,110.3591825,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II,Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
476,Kali Talang,4.5,716,"Alam, Buatan",10000.0,10000.0,-7.5802065,110.4606903,"Kali Talang berada di ketinggian sekitara 1.160 meter di atas permukaan laut (MDPL). Dari Kali Kalang, puncak Merapi seakan begitu dekat dengan panorama vegetasi di kawasan Taman Nasional Gunung Merapi. Objek wisata yang berada di perbatasan Jawa Tengah (Jateng) dan DIY itu menjadi salah satu spot terbaik untuk mengabadikan puncak Merapi.",Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
439,Kawasan Ekowisata Gunung Api Purba Nglanggeran,4.5,709,"Alam, Wisata Air",30000.0,30000.0,-7.841986,110.5415759,"Kawasan Ekosistem Gunung Purba Nglanggeran atau yang biasa disebut Gunung Nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua, berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih 800 meter dengan tinggi mencapai 300 meter. Gunung Nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada. Sekitar 60-70 juta tahun yang lalu Gunung tersebut merupakan gunung berapi aktif.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
417,Pantai Ngetun,4.5,709,Pantai,15000.0,15000.0,-8.1703641,110.6526446,Pantai Ngetun adalah keindahan yang sempurna dari Yogyakarta khususnya Gunung Kidul. Keindahan biota lautnya memang tidak bisa dihindarkan,24 jam,00:00,23:59,Terkonfirmasi: 00:00 - 23:59
220,Desa Wisata Tinalah (Dewi Tinalah - Wisata Jogja),4.3,701,Lainnya,0.0,0.0,-7.6955738,110.195883,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
2,Selopamioro Adventure Park,4.5,696,"Alam, Wisata Air",30000.0,30000.0,-7.945376682,110.4266714,Kegiatan outbond di lokasi Selopamioro Adventure Park sangat memanjakan para konsumen untuk menikmati alam. Fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di Selopamioro Adventure Park.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
182,Goa Kebon,4.3,659,Lainnya,0.0,0.0,-7.8870828,110.1866704,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
506,EMBUNG JETIS SURUH,4.2,651,Lainnya,0.0,0.0,-7.6745388,110.3845035,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
477,Sabo Bronggang Argomulyo Cangkringan Sleman,4.5,648,Lainnya,0.0,0.0,-7.6639874,110.4646727,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
361,Bale Banjar Sangkring,4.6,633,Lainnya,0.0,0.0,-7.8122863,110.343125,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
200,Desa Wisata Nglinggo,4.4,616,Lainnya,0.0,0.0,-7.647668,110.141878,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
98,Gereja Sayidan,4.2,616,Lainnya,0.0,0.0,-7.8035488,110.3698419,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
275,Pinus pengger Yogyakarta,4.6,605,Lainnya,0.0,0.0,-7.8712723,110.459653,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
319,D'Walik,4.5,599,"Museum,",40000.0,50000.0,-7.8163681,110.3866164,Destinasi wisata di Yogyakarta.,Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
311,Wisata Watu Amben,4.5,592,Lainnya,0.0,0.0,-7.8498077,110.4770954,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
294,Gua Cerme,4.4,587,Lainnya,0.0,0.0,-7.9794413,110.3803114,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
232,Candi Barong,4.6,565,Lainnya,0.0,0.0,-7.7756537,110.4973011,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
324,Nol Kilometer Jl.Malioboro,4.7,565,Lainnya,0.0,0.0,-7.8013803,110.3647652,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
297,Mojo Gumelem Hill,4.3,551,Lainnya,0.0,0.0,-7.9559784,110.4341083,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
384,Pantai Midodaren,4.5,550,Lainnya,0.0,0.0,-8.1255992,110.521558,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
374,Pantai Seruni,4.5,527,Lainnya,0.0,0.0,-8.159907,110.6315752,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
230,Candi Gebang,4.5,518,Lainnya,0.0,0.0,-7.7514654,110.4162887,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
56,Kekayon Museum,4.2,504,Lainnya,0.0,0.0,-7.8145939,110.4130604,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
40,Museum Wayang Kekayon,4.2,504,Budaya dan Sejarah,20000.0,20000.0,-7.81406244,110.4131033,"Museum Wayang Kekayon ini didirikan oleh almarhum Prof. DR. dr. KPH. Soejono Prawirohadikusumo (Guru besar UGM sekaligus dokter ahli saraf jiwa) dan diresmikan oleh KGPAA Paku Alam VIII pada tahun 1991. Museum ini mengoleksi berbagai jenis wayang yang ada di Indonesia. Selain sebagai tujuan wisata seni budaya, museum ini juga memiliki fungsi pendidikan, wahana penelitian, dan rekreasi. Wayang merupakan kekayaan luhur budaya bangsa Indonesia yan Museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan, pameran, pertemuan, sarasehan, dan lain-lain.g patut kita banggakan. Terbukti atas pengakuan UNESCO atas wayang sebagai warisan pusaka dunia.",Selasa–Minggu,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
149,Waterbyur Taman Air,4.2,501,Lainnya,0.0,0.0,-7.8814715,110.3394116,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
429,Batu Papal,4.2,497,Lainnya,0.0,0.0,-7.789479,110.5185664,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
48,Museum TNI AD Dharma Wiratama,4.7,483,Lainnya,0.0,0.0,-7.7823778,110.3754172,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
55,Museum of Indonesian Education,4.6,480,Lainnya,0.0,0.0,-7.774829,110.387176,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
3,Tebing Gunung Gajah,4.5,457,Alam,5000.0,5000.0,-7.776247027,110.1061368,"Letaknya di dataran tinggi, dengan view pemandangan perbukitan dan menoreh yang hijau, dan terdapat Waduk Sermo di tengahnya. Selain spot fotonya kemudian juga terdapat spot foto love lock, sky bar, dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu.",Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
475,Kalikuning Park,4.4,443,Lainnya,0.0,0.0,-7.5923466,110.4414633,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
7,Bukit Pengilon,4.6,439,Alam,5000.0,5000.0,-8.185458711,110.6917217,"Nama bukit Pengilon berasal dari bahasa Jawa yang berarti cermin, karena di bukit ini terdapat batu yang mirip sekali dengan cermin. Areanya menyejukkan serta sangat luas. Bahkan saking luasnya destinasi ini, banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana. Tak hanya itu, tempat satu ini juga akan memanjakan mata anda. Anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut.",Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
213,Punthuk Mongkrong,4.4,426,Lainnya,0.0,0.0,-7.6345,110.174606,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
155,LEGAWONG,4.4,423,Lainnya,0.0,0.0,-7.8235991,110.3928814,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
286,Gunung Mungker,4.3,416,Lainnya,0.0,0.0,-7.8758728,110.4578762,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
312,Wisata Alam Watu Lawang,4.2,413,Lainnya,0.0,0.0,-7.9378555,110.4181981,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
218,Kedung Pengilon,4.0,412,Lainnya,0.0,0.0,-7.8560863,110.288863,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
510,Lembah Bendo Camping Ground and Outdoor Activity,4.3,401,Lainnya,0.0,0.0,-7.6138414,110.4312632,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
372,Congot Beach,4.3,400,Lainnya,0.0,0.0,-7.9075425,110.0535658,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
174,Taman Wana Winulang,4.0,396,Lainnya,0.0,0.0,-7.856079,110.166051,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
53,Museum of Biology UGM,4.4,389,Lainnya,0.0,0.0,-7.8017655,110.3744009,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
107,Tamansari Keraton,4.6,386,Lainnya,0.0,0.0,-7.8102151,110.358903,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
364,Trisik Beach,3.9,383,Lainnya,0.0,0.0,-7.9673349,110.182607,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
497,Gardu Pandang Merapi,4.3,377,Lainnya,0.0,0.0,-7.5926693,110.4250243,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
350,Tamansari Water Castle,4.6,359,Lainnya,0.0,0.0,-7.8100369,110.3591915,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
214,Gunung Gamping,4.3,350,Lainnya,0.0,0.0,-7.8046696,110.3196567,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
217,Puncak Kleco Desa Wisata Tinalah,4.5,337,Lainnya,0.0,0.0,-7.7125459,110.2045109,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
416,Pantai Butuh,4.4,334,Lainnya,0.0,0.0,-8.1117719,110.4855447,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
483,Stonehenge Yogyakarta,4.4,332,Lainnya,0.0,0.0,-7.6024289,110.4480035,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
432,Snack Wonderland,4.1,327,Lainnya,0.0,0.0,-7.7721185,110.4311704,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
450,Wisata Alam Jurug Gedhe,4.0,305,Lainnya,0.0,0.0,-7.8240577,110.5367479,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
49,History Of Java Museum (HOJM),4.5,304,Lainnya,0.0,0.0,-7.8439029,110.362261,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
426,Village Tourism New Nglepen,4.0,301,Lainnya,0.0,0.0,-7.8137377,110.5034501,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
285,puncak bucu,4.1,299,Lainnya,0.0,0.0,-7.8618548,110.4430834,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
78,Museum Sri Sultan Hamengkubuwono IX,4.7,298,Lainnya,0.0,0.0,-7.8083193,110.3644395,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
212,Taman Kota Wates,4.5,296,Lainnya,0.0,0.0,-7.8584717,110.1600975,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
80,Sasana wiratama,4.3,294,Lainnya,0.0,0.0,-7.7871244,110.3514031,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
1,Taman Tempuran Cikal,4.4,294,"Alam, Wisata Air",10000.0,0.0,-7.840562331,110.4494549,"Taman Tempuran Cikal terletak di kecamatan Piyungan. Di taman ini, para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam. Taman Tempuran Cikal atau biasa disebut TTC terletak di Dusun Cikal, Desa Srimulyo, Kecamatan Piyungan, Kabupaten Bantul. Kata Tempuran ini diambil dari pertemuan antara dua sungai, yaitu sungai gawe dan sungai opak. Taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah Piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat, kapal, kano, ATV, mini trail, flying fox, outbound, taman bermain, gazebo, tempat parkir yang luas, dan toilet. Ditaman ini, pengunjung juga bisa menikmati macam-macam kuliner yang",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
328,Sukunan Tourism Village,4.4,290,Lainnya,0.0,0.0,-7.7836412,110.3364013,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
434,Bukit Tompak,4.5,277,Lainnya,0.0,0.0,-7.844259,110.4557031,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
304,Taman Glugut,4.0,274,Lainnya,0.0,0.0,-7.8777976,110.3939277,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
132,Taman Nggirli,4.3,270,Lainnya,0.0,0.0,-7.8403441,110.4537568,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
234,Candi Bubrah,4.3,261,Lainnya,0.0,0.0,-7.7465277,110.4929268,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
357,Plengkung Wijilan,4.6,261,Lainnya,0.0,0.0,-7.8038148,110.3666102,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
222,Candi Kedulan,4.5,260,Lainnya,0.0,0.0,-7.742562,110.4696979,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
47,Museum Satwa Gembira Loka Zoo,4.4,258,Buatan,0.0,0.0,-7.8053239,110.3980306,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
193,Canting Mas Puncak Dipowono,4.4,248,Lainnya,0.0,0.0,-7.80032,110.128122,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
165,Taman Air Menari,4.3,245,Lainnya,0.0,0.0,-7.80094,110.367805,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
186,Curug Banyunibo,4.1,243,Lainnya,0.0,0.0,-7.8675423,110.2867568,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
470,Tourism Village East Kaliurang,4.4,238,Lainnya,0.0,0.0,-7.5965373,110.4312039,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
452,Karangtengah Tourism Village,4.3,236,Lainnya,0.0,0.0,-7.9376732,110.3819417,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
